# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x462s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_data_4.R
# init = 2 (Default)
# random
#   seed = 2074870182 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.2s_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 fa623df
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,b.6,log_sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,sigma
-3.72144,0.964301,0.00300881,10,1023,0,6.93917,0.505894,0.879734,1.71227,-0.598568,-3.50095,-0.360081,1.64045,-9.70681,0.323146,0.333943,0.454681,0.386133,0.557237,0.645651,1.00164,5.14647,5.60916,5.08022,5.96738,5.96874,5.88023,4.6438,0.001
-3.82684,0.81749,0.00300881,7,255,0,8.94731,0.505338,0.877363,1.71183,-0.601954,-3.49848,-0.354511,1.63712,-9.68098,0.324339,0.33396,0.45278,0.386555,0.554907,0.646059,0.999153,5.9833,5.62348,5.83565,5.79093,3.72071,5.60663,5.62973,0.001
-1.71352,0.874288,0.00300881,10,1023,0,6.01445,0.508728,0.881814,1.69023,-0.615099,-3.46165,-0.344069,1.62002,-10.0027,0.324114,0.33434,0.452399,0.38661,0.55672,0.644268,0.999211,5.93428,5.87623,5.55197,5.75482,5.93871,5.56799,5.67793,0.001
-2.26473,0.998752,0.00300881,10,1023,0,4.11059,0.515294,0.892033,1.65813,-0.640091,-3.41511,-0.328293,1.60005,-10.1576,0.323213,0.334625,0.452323,0.387032,0.557663,0.645554,0.999854,5.23069,5.97072,5.47827,5.3771,5.7928,5.92078,5.97818,0.001
-1.15805,0.990053,0.00300881,8,255,0,6.90524,0.51389,0.894604,1.66698,-0.646594,-3.42588,-0.325824,1.60343,-10.1621,0.324329,0.336104,0.453824,0.385993,0.557031,0.645189,1.00046,5.98213,5.15793,5.86845,5.9866,5.9888,5.98881,5.88311,0.001
-1.19262,0.999435,0.00300881,10,1023,0,3.68233,0.50896,0.885585,1.68732,-0.624635,-3.45303,-0.33755,1.61462,-10.2688,0.324248,0.334676,0.45208,0.385636,0.557721,0.64508,0.999918,5.96961,5.97922,5.20287,5.94692,5.75518,5.98325,5.98543,0.001
-2.48324,0.895754,0.00300881,10,1023,0,4.42432,0.517261,0.899227,1.64898,-0.662908,-3.39594,-0.312985,1.58853,-9.80987,0.324903,0.336666,0.452855,0.386472,0.557562,0.645747,1.00017,5.88379,4.27506,5.87427,5.83995,5.85087,5.83123,5.97406,0.001
-2.12248,0.98392,0.00300881,8,383,0,5.21132,0.517098,0.902528,1.65274,-0.668273,-3.40428,-0.31136,1.59187,-9.8873,0.324196,0.335811,0.451882,0.385715,0.556595,0.645391,1.00079,5.95783,5.49304,4.93508,5.96658,5.89098,5.96768,5.67925,0.001
-2.71212,0.938449,0.00300881,8,303,0,4.16404,0.51746,0.895063,1.6457,-0.650537,-3.39494,-0.321431,1.59097,-9.85463,0.323846,0.336027,0.453655,0.387227,0.557412,0.644181,0.999313,5.80954,5.25436,5.93708,5.14283,5.91863,5.48504,5.75272,0.001
-2.44825,0.94793,0.00300881,8,511,0,4.52912,0.517788,0.90057,1.64933,-0.662972,-3.40065,-0.315198,1.59183,-9.83206,0.324266,0.336378,0.453371,0.386493,0.556769,0.643935,1.00053,5.97291,4.7665,5.98809,5.82797,5.95284,5.20688,5.84927,0.001
-2.65923,0.654775,0.00300881,10,1023,0,9.51651,0.510093,0.88462,1.68137,-0.624175,-3.44618,-0.338275,1.61326,-10.5078,0.324732,0.335838,0.45407,0.386426,0.556882,0.646622,0.99894,5.94755,5.46559,5.71781,5.86392,5.9768,4.95689,5.42694,0.001
-2.10876,0.983212,0.00300881,10,1023,0,5.12357,0.501577,0.871743,1.72188,-0.587537,-3.50673,-0.362006,1.64025,-10.5369,0.324047,0.33357,0.452695,0.385403,0.556724,0.64467,0.998872,5.90976,5.21345,5.78524,5.85197,5.93983,5.85609,5.35255,0.001
-4.87111,0.999435,0.00300881,8,255,0,6.44559,0.505982,0.871876,1.71135,-0.585793,-3.50157,-0.364556,1.64094,-10.5416,0.323917,0.333362,0.453187,0.388369,0.556144,0.644899,0.999457,5.84972,4.93386,5.97818,3.00552,5.5899,5.94778,5.84126,0.001
-1.07051,0.905115,0.00300881,8,255,0,7.03103,0.502081,0.876282,1.72328,-0.599975,-3.50628,-0.354318,1.63781,-10.5232,0.325161,0.334561,0.452676,0.384996,0.55683,0.645025,0.999934,5.73192,5.9567,5.77261,5.55612,5.96731,5.97592,5.98663,0.001
-2.25364,0.86941,0.00300881,10,1023,0,6.1534,0.512459,0.88846,1.66736,-0.636444,-3.42288,-0.328219,1.60121,-10.7362,0.324411,0.335157,0.451833,0.38643,0.557363,0.645024,0.998748,5.98825,5.93028,4.86368,5.86161,5.93568,5.97581,5.20466,0.001
-2.67147,0.819879,0.00300881,10,1023,0,6.05809,0.507915,0.881632,1.70008,-0.611495,-3.4794,-0.347875,1.62792,-10.6574,0.324037,0.333816,0.452018,0.386734,0.556483,0.644078,1.00027,5.90595,5.48968,5.12392,5.66205,5.83525,5.37599,5.95204,0.001
-3.92323,0.978315,0.00300881,10,1023,0,7.77487,0.510721,0.885583,1.67838,-0.623789,-3.44664,-0.339809,1.6146,-10.5664,0.323186,0.334244,0.452834,0.386285,0.55566,0.643988,0.998571,5.19744,5.82579,5.86408,5.92427,5.04047,5.27164,4.96781,0.001
-1.78591,0.967532,0.00300881,10,1023,0,6.4319,0.512142,0.89074,1.67369,-0.638336,-3.43516,-0.330461,1.6075,-10.819,0.324581,0.336041,0.453852,0.38603,0.556603,0.64404,0.99971,5.97954,5.23702,5.85413,5.98345,5.89458,5.33285,5.94679,0.001
-2.69883,0.999899,0.00300881,10,1023,0,5.29741,0.512639,0.890151,1.66831,-0.632177,-3.42901,-0.335495,1.60722,-10.6173,0.323006,0.33525,0.454476,0.385859,0.557701,0.644089,0.999978,4.95467,5.89391,5.33559,5.98655,5.76818,5.38765,5.98857,0.001
-2.59031,0.934434,0.00300881,10,1023,0,6.15563,0.503922,0.879825,1.71609,-0.602737,-3.50211,-0.356383,1.63922,-10.4997,0.323627,0.334357,0.454412,0.384798,0.556186,0.646075,1.0004,5.65459,5.88414,5.40722,5.35303,5.62681,5.59277,5.90867,0.001
-2.3125,0.868608,0.00300881,10,1023,0,4.94311,0.507525,0.884287,1.70003,-0.62171,-3.47512,-0.341329,1.62434,-10.6381,0.325274,0.335472,0.453197,0.385893,0.555746,0.643919,0.999839,5.64447,5.77295,5.97954,5.98826,5.15538,5.18717,5.97591,0.001
-1.63647,0.99737,0.00300881,8,255,0,2.88213,0.508282,0.885697,1.69864,-0.619073,-3.47876,-0.345675,1.6285,-10.6463,0.323685,0.334462,0.453578,0.385789,0.555751,0.645726,1.0006,5.70074,5.92662,5.95894,5.97949,5.16201,5.84266,5.80945,0.001
-2.23529,0.853952,0.00300881,9,767,0,3.71384,0.508473,0.886756,1.70103,-0.623357,-3.47904,-0.342025,1.62683,-10.6707,0.324998,0.335427,0.453652,0.386091,0.556785,0.64612,1.00159,5.83544,5.80167,5.93809,5.97515,5.95697,5.55191,4.7219,0.001
-3.94172,0.868733,0.00300881,10,1023,0,5.99268,0.505977,0.875742,1.69577,-0.599903,-3.46492,-0.352684,1.62274,-9.8744,0.324147,0.334988,0.454288,0.386086,0.558496,0.646811,0.998633,5.94444,5.97378,5.53328,5.97602,4.92483,4.66677,5.05472,0.001
-4.5745,0.99547,0.00300881,9,1023,0,8.14758,0.511306,0.891036,1.68944,-0.630319,-3.46765,-0.340087,1.62409,-9.80637,0.323785,0.335131,0.454413,0.386324,0.556116,0.646853,1.00186,5.77119,5.93872,5.40619,5.90941,5.56491,4.59837,4.25261,0.001
-3.10664,0.999538,0.00300881,7,127,0,8.2186,0.510659,0.889497,1.69147,-0.63155,-3.46596,-0.336204,1.62079,-9.841,0.324919,0.335264,0.452861,0.386573,0.556563,0.646766,1.00149,5.87598,5.88783,5.87721,5.77921,5.87647,4.73915,4.87329,0.001
-2.98419,0.999831,0.00300881,10,1023,0,6.28128,0.509513,0.889983,1.69391,-0.628665,-3.46908,-0.339629,1.62285,-9.87827,0.323806,0.334739,0.453262,0.385406,0.556938,0.643892,1.00185,5.78531,5.98594,5.98628,5.85359,5.98392,5.15297,4.28376,0.001
-4.71487,0.997323,0.00300881,7,223,0,11.1081,0.511255,0.884387,1.68131,-0.621112,-3.45412,-0.341301,1.61812,-9.86952,0.323621,0.334044,0.452328,0.387403,0.55546,0.646252,0.998926,5.65016,5.69139,5.48307,4.89762,4.74596,5.41963,5.41238,0.001
-3.79601,0.869398,0.00300881,10,1023,0,7.85417,0.506524,0.878623,1.70025,-0.607526,-3.47686,-0.34996,1.62772,-10.1565,0.324709,0.335296,0.454358,0.386334,0.555864,0.646778,0.998595,5.95386,5.87305,5.46376,5.90557,5.30137,4.72064,5.00194,0.001
-3.79741,0.994722,0.00300881,8,447,0,8.17815,0.506803,0.880738,1.70215,-0.605043,-3.48352,-0.353641,1.6319,-10.1296,0.322853,0.333475,0.453231,0.385884,0.556977,0.646896,1.00037,4.72174,5.09174,5.98361,5.98792,5.98701,4.52505,5.92207,0.001
-3.62354,0.998053,0.00300881,8,255,0,8.06076,0.504963,0.88128,1.71166,-0.614521,-3.48935,-0.344152,1.62889,-10.0725,0.325303,0.334384,0.451139,0.385417,0.556568,0.644283,1.00016,5.62067,5.89581,3.58148,5.85922,5.87869,5.5815,5.97598,0.001
-2.68066,0.989056,0.00300881,10,1023,0,6.18736,0.50095,0.871729,1.72594,-0.590303,-3.50876,-0.358396,1.63892,-9.60633,0.325123,0.333935,0.451777,0.385401,0.55748,0.64593,0.999301,5.75865,5.60216,4.77833,5.85086,5.89078,5.71168,5.74467,0.001
-6.17703,0.736949,0.00300881,9,979,0,8.51049,0.500957,0.86873,1.72884,-0.574429,-3.52216,-0.373774,1.65027,-9.66812,0.323734,0.334134,0.455609,0.386001,0.556716,0.642796,0.999556,5.7366,5.75705,3.39954,5.98597,5.9374,3.13473,5.89012,0.001
-2.12263,0.94128,0.00300881,7,127,0,8.18832,0.501007,0.866717,1.72782,-0.571726,-3.51982,-0.37314,1.64863,-9.67159,0.323764,0.333352,0.453906,0.386552,0.557234,0.645411,0.999201,5.75704,4.91891,5.82479,5.79258,5.96943,5.96329,5.66959,0.001
-4.78519,0.987908,0.00300881,10,1023,0,8.32627,0.495303,0.859044,1.75112,-0.558337,-3.54226,-0.377088,1.65407,-8.60282,0.325936,0.333891,0.452544,0.385771,0.55923,0.644719,0.99921,4.87658,5.56215,5.67711,5.97688,3.5849,5.87996,5.67667,0.001
-3.31704,0.889924,0.00300881,6,79,0,9.8228,0.495607,0.859654,1.7495,-0.559243,-3.54363,-0.377938,1.65585,-8.59853,0.325342,0.333605,0.452847,0.385663,0.557563,0.644129,0.998429,5.58558,5.25643,5.8704,5.95428,5.85047,5.43125,4.75405,0.001
-4.38309,0.986301,0.00300881,10,1023,0,6.55724,0.497602,0.859467,1.7506,-0.553167,-3.55588,-0.384742,1.66442,-8.17343,0.324637,0.332863,0.453372,0.38742,0.557024,0.646717,0.999623,5.97027,4.08446,5.98806,4.87208,5.98873,4.81574,5.91765,0.001
-2.99788,0.993383,0.00300881,7,143,0,7.43153,0.495655,0.862535,1.75589,-0.561911,-3.55635,-0.379769,1.66224,-8.15534,0.325558,0.334438,0.454709,0.385444,0.557189,0.643683,0.9999,5.36893,5.91792,5.04202,5.87248,5.97721,4.86001,5.98377,0.001
-3.14359,0.946337,0.00300881,7,191,0,6.57856,0.494317,0.863016,1.75906,-0.564495,-3.55855,-0.376623,1.66154,-8.17396,0.325121,0.333306,0.452464,0.384422,0.557036,0.645516,0.999524,5.75966,4.85086,5.61053,4.85724,5.98882,5.9341,5.87556,0.001
-4.65953,0.828289,0.00300881,8,383,0,6.33574,0.495337,0.865677,1.76258,-0.569113,-3.5671,-0.375136,1.66508,-8.15194,0.325599,0.333496,0.452437,0.38501,0.556913,0.64705,1.00096,5.32234,5.11917,5.5871,5.569,5.98108,4.25055,5.53205,0.001
-3.06137,0.999982,0.00300881,10,1023,0,7.59349,0.496011,0.857732,1.75079,-0.553174,-3.54869,-0.382028,1.6592,-7.64997,0.325215,0.333244,0.452839,0.38659,0.557732,0.645106,0.9987,5.69201,4.75493,5.86641,5.76847,5.74714,5.9857,5.14368,0.001
-3.68827,0.605618,0.00300881,10,1023,0,8.53377,0.495903,0.861194,1.75747,-0.553542,-3.56386,-0.38709,1.66803,-7.63208,0.324479,0.33367,0.455299,0.385909,0.557375,0.6439,1.00049,5.98821,5.33381,4.05741,5.98868,5.9316,5.16342,5.86918,0.001
-4.76465,0.837719,0.00300881,8,463,0,6.35692,0.493175,0.86039,1.7647,-0.555956,-3.5672,-0.383401,1.66653,-7.57421,0.32528,0.333966,0.454311,0.384479,0.557259,0.643013,0.99969,5.64004,5.62898,5.51074,4.94274,5.9642,3.62867,5.94078,0.001
-3.86863,0.950765,0.00300881,7,255,0,7.70903,0.493905,0.862158,1.77007,-0.563837,-3.57558,-0.37731,1.66769,-7.57052,0.327043,0.334487,0.453002,0.385484,0.556768,0.64521,1.00055,2.61144,5.93514,5.93404,5.89108,5.95255,5.9885,5.83987,0.001
-4.37412,0.805196,0.00300881,10,1023,0,8.49356,0.492213,0.857094,1.76827,-0.546374,-3.57375,-0.389283,1.67042,-7.76829,0.324671,0.333146,0.453945,0.384665,0.557544,0.643391,0.999479,5.96323,4.59561,5.80146,5.19393,5.86039,4.37912,5.85326,0.001
-5.60742,0.966986,0.00300881,8,255,0,8.6825,0.493468,0.860652,1.77973,-0.547776,-3.60312,-0.39393,1.68531,-7.76753,0.324612,0.332951,0.454837,0.385761,0.555683,0.644722,1.00178,5.97473,4.25258,4.85847,5.97517,5.07245,5.88152,4.40033,0.001
-8.71071,0.765861,0.00300881,8,511,0,10.6248,0.487397,0.849561,1.78345,-0.530215,-3.58885,-0.39698,1.67628,-7.76789,0.32525,0.333338,0.454165,0.383648,0.558858,0.646975,0.998588,5.66464,4.89804,5.64281,3.39477,4.33097,4.38781,4.99219,0.001
-7.97139,0.863288,0.00300881,7,127,0,12.7752,0.488344,0.849849,1.7902,-0.53341,-3.60137,-0.394698,1.68023,-7.78699,0.327198,0.334183,0.453794,0.385324,0.558264,0.647534,0.999596,2.19652,5.78929,5.88286,5.80787,5.23586,3.2315,5.90729,0.001
-8.35607,0.956006,0.00300881,7,199,0,12.3395,0.489668,0.848172,1.77846,-0.524814,-3.59115,-0.402114,1.68044,-7.80883,0.324574,0.332695,0.454575,0.385493,0.55734,0.647804,0.998178,5.98048,3.74281,5.21768,5.89506,5.94292,2.55865,4.32829,0.001
-5.34066,0.99014,0.00300881,8,255,0,9.06633,0.490953,0.849341,1.78151,-0.528494,-3.59736,-0.400055,1.68214,-7.77138,0.326044,0.3336,0.454777,0.386821,0.557383,0.646946,0.999416,4.70954,5.25071,4.94741,5.58831,5.92893,4.43833,5.8184,0.001
-4.62798,0.998868,0.00300881,10,1023,0,7.59901,0.491933,0.857565,1.77845,-0.549998,-3.58831,-0.386295,1.67467,-7.55597,0.326638,0.334073,0.453537,0.385487,0.557619,0.646821,1.00067,3.58327,5.71366,5.96804,5.89229,5.81972,4.65034,5.7666,0.001
-3.84743,0.995046,0.00300881,10,1023,0,7.68392,0.502332,0.869272,1.73157,-0.581052,-3.52797,-0.367352,1.65017,-7.41385,0.325465,0.33408,0.453182,0.387723,0.555772,0.644165,0.999847,5.46819,5.7185,5.97735,4.37355,5.18805,5.46845,5.97718,0.001
-4.44231,0.881494,0.00300881,10,1023,0,8.21111,0.501341,0.867692,1.7309,-0.577557,-3.52507,-0.369143,1.64971,-8.46178,0.325129,0.334223,0.453911,0.387113,0.556082,0.647287,0.999106,5.75446,5.81352,5.82174,5.28388,5.53314,3.78013,5.58936,0.001
-7.20616,0.954616,0.00300881,5,31,0,8.28795,0.501364,0.868575,1.73272,-0.575979,-3.5243,-0.369299,1.64829,-8.46068,0.324828,0.333542,0.452727,0.38699,0.559254,0.647242,1.00134,5.91522,5.17905,5.80527,5.42238,3.53149,3.87442,5.08454,0.001
-4.3421,0.793484,0.00300881,6,127,0,11.7472,0.500158,0.868614,1.73416,-0.580662,-3.52643,-0.367586,1.6491,-8.44159,0.325592,0.334996,0.454625,0.386147,0.555778,0.643518,0.99897,5.33094,5.97249,5.15512,5.96442,5.1957,4.59937,5.45851,0.001
-3.84579,0.999296,0.00300881,9,639,0,6.96782,0.5019,0.872624,1.72757,-0.587573,-3.51546,-0.362086,1.64332,-8.59584,0.324645,0.333598,0.452229,0.38602,0.558209,0.646829,1.00082,5.9688,5.24799,5.37948,5.98441,5.30177,4.63839,5.65149,0.001
-3.31409,0.959737,0.00300881,8,255,0,7.62246,0.500796,0.871258,1.72582,-0.588449,-3.5089,-0.361273,1.64057,-8.60116,0.325531,0.335431,0.454672,0.385332,0.557242,0.64654,0.999076,5.3985,5.79919,5.09303,5.81246,5.9679,5.07105,5.56159,0.001
-1.7485,0.899473,0.00300881,10,1023,0,6.29671,0.502677,0.871702,1.72621,-0.5822,-3.52006,-0.368001,1.64811,-9.45828,0.323847,0.333364,0.453498,0.386655,0.556901,0.645393,1.00047,5.81051,4.93591,5.97523,5.7229,5.97955,5.96717,5.87855,0.001
-3.03771,0.995038,0.00300881,8,255,0,3.89926,0.503072,0.872486,1.72864,-0.583372,-3.52538,-0.368832,1.6509,-9.41757,0.324567,0.334427,0.455081,0.387064,0.556516,0.644892,1.00101,5.98128,5.91363,4.46219,5.34144,5.85322,5.94577,5.48339,0.001
-3.55408,0.982925,0.00300881,10,1023,0,6.56244,0.492974,0.860684,1.76377,-0.561513,-3.56115,-0.377152,1.66157,-8.70639,0.326244,0.334284,0.453096,0.384376,0.55765,0.645496,0.999321,4.37003,5.84803,5.9606,4.78789,5.80117,5.94062,5.75808,0.001
-4.11654,0.875193,0.00300881,8,447,0,6.5021,0.499033,0.86721,1.74987,-0.568119,-3.55671,-0.379167,1.66473,-8.71853,0.324824,0.334084,0.455231,0.386599,0.556616,0.646231,1.00143,5.91682,5.72195,4.18787,5.76236,5.90017,5.44235,4.97216,0.001
-2.9882,0.987464,0.00300881,10,1023,0,7.47287,0.498922,0.872476,1.74648,-0.581986,-3.54748,-0.370286,1.65846,-8.45977,0.324559,0.334023,0.454264,0.384876,0.556346,0.644436,1.00146,5.98229,5.67555,5.55535,5.43816,5.74999,5.70805,4.92224,0.001
-2.55515,0.830332,0.00300881,10,1023,0,6.28128,0.50125,0.87129,1.73033,-0.582869,-3.52315,-0.367863,1.6488,-7.79183,0.32454,0.334437,0.454757,0.385912,0.556366,0.643674,0.999939,5.98425,5.91751,4.97492,5.98871,5.76346,4.84757,5.98695,0.001
-2.11396,0.986319,0.00300881,10,1023,0,5.48385,0.506057,0.882479,1.70514,-0.619542,-3.47883,-0.341085,1.62464,-8.07666,0.325921,0.335683,0.452745,0.3856,0.556299,0.645146,0.999674,4.89887,5.61219,5.81577,5.9357,5.7163,5.98806,5.93552,0.001
-0.737692,0.977678,0.00300881,8,255,0,3.95139,0.506519,0.884241,1.70494,-0.617521,-3.48239,-0.344896,1.6281,-8.07588,0.324497,0.334825,0.453105,0.38526,0.556848,0.645454,1.00082,5.98745,5.98877,5.96284,5.76721,5.97103,5.9526,5.64898,0.001
-3.15155,0.995384,0.00300881,7,191,0,5.38893,0.507233,0.885084,1.70838,-0.621169,-3.49127,-0.342746,1.63118,-8.09001,0.32516,0.334619,0.452004,0.38614,0.555351,0.645402,1.00093,5.7329,5.96971,5.10586,5.96599,4.56747,5.96532,5.55822,0.001
-5.04053,0.721111,0.00300881,10,1023,0,11.6217,0.500339,0.863779,1.73245,-0.571194,-3.52406,-0.37058,1.64801,-7.43112,0.325509,0.333838,0.452653,0.387464,0.556472,0.643856,0.998301,5.42264,5.51143,5.75767,4.80654,5.82904,5.10486,4.54574,0.001
-7.23707,0.966862,0.00300881,5,31,0,9.96497,0.500277,0.863745,1.73134,-0.572352,-3.52286,-0.370105,1.64774,-7.42086,0.325598,0.334153,0.453156,0.387342,0.555556,0.643643,0.99757,5.32365,5.77013,5.97304,4.98666,4.89146,4.79913,3.03724,0.001
-5.19359,0.999577,0.00300881,9,639,0,9.9271,0.499089,0.869354,1.74231,-0.579213,-3.54287,-0.370186,1.65662,-7.31085,0.324578,0.333518,0.453233,0.38557,0.55452,0.643971,0.999262,5.97986,5.14766,5.9838,5.92557,2.82112,5.25178,5.71615,0.001
-2.22195,0.965961,0.00300881,6,127,0,7.48121,0.498882,0.869281,1.74359,-0.57956,-3.54225,-0.36957,1.65594,-7.30922,0.325267,0.334352,0.454034,0.385585,0.555484,0.645714,0.999756,5.65069,5.88154,5.74355,5.93057,4.78301,5.84922,5.95897,0.001
-5.73183,0.993173,0.00300881,6,127,0,7.41026,0.496478,0.868596,1.74518,-0.578866,-3.53898,-0.369568,1.65407,-7.32755,0.324821,0.334578,0.454643,0.383666,0.555528,0.645515,0.998635,5.91785,5.96079,5.13153,3.43446,4.85069,5.93443,5.05781,0.001
-2.15912,0.990181,0.00300881,7,159,0,8.46269,0.499514,0.867287,1.74475,-0.573065,-3.54574,-0.372823,1.65759,-7.34567,0.325099,0.333399,0.452709,0.386746,0.556672,0.644959,1.00067,5.77491,4.98708,5.79406,5.6528,5.92234,5.9632,5.76612,0.001
-2.64602,0.96368,0.00300881,7,127,0,3.90032,0.499141,0.870204,1.74519,-0.575846,-3.54825,-0.374347,1.66028,-7.32392,0.324149,0.333676,0.454519,0.38547,0.556034,0.644729,1.00094,5.94528,5.34027,5.28596,5.88487,5.48574,5.88487,5.5468,0.001
-2.64468,0.922897,0.00300881,10,1023,0,4.88713,0.502884,0.872891,1.72755,-0.588977,-3.52027,-0.363419,1.64664,-7.65365,0.325425,0.334836,0.454267,0.386903,0.556043,0.644071,1.00028,5.50832,5.98859,5.55278,5.51139,5.4943,5.36769,5.95063,0.001
-4.62899,0.866472,0.00300881,10,1023,0,11.0654,0.491262,0.855932,1.77901,-0.547677,-3.58778,-0.386203,1.6735,-8.1919,0.326391,0.333205,0.451928,0.385382,0.557456,0.644706,1.00001,4.09351,4.6937,5.0012,5.84101,5.90091,5.87377,5.98877,0.001
-3.99902,0.999615,0.00300881,8,255,0,7.18386,0.493311,0.852578,1.77365,-0.532454,-3.59138,-0.399592,1.68115,-8.18195,0.324827,0.332768,0.454595,0.387231,0.556981,0.645587,1.00003,5.91579,3.89359,5.19289,5.13681,5.98726,5.90816,5.98842,0.001
-5.26155,0.968074,0.00300881,8,255,0,7.30395,0.488995,0.85647,1.78338,-0.545665,-3.59245,-0.389634,1.67679,-8.09516,0.325407,0.333445,0.453711,0.383353,0.557336,0.64595,0.999714,5.52541,5.05096,5.91751,2.67797,5.94414,5.69668,5.94795,0.001
-6.27545,0.809659,0.00300881,8,383,0,8.86583,0.492273,0.860523,1.78424,-0.546683,-3.60707,-0.394016,1.68598,-8.06977,0.324459,0.33249,0.453955,0.385097,0.556559,0.644569,1.00229,5.98871,3.28755,5.79579,5.64501,5.87467,5.79888,3.35685,0.001
-4.90269,0.999912,0.00300881,9,831,0,9.45837,0.487435,0.849704,1.7906,-0.527237,-3.60655,-0.401569,1.68532,-8.05175,0.324922,0.332791,0.454261,0.384181,0.557215,0.645863,0.99906,5.87491,3.94144,5.5581,4.46655,5.97307,5.75908,5.54703,0.001
-5.05464,0.991757,0.00300881,8,351,0,8.49918,0.488365,0.848657,1.79229,-0.529997,-3.60955,-0.397485,1.68451,-8.08368,0.326539,0.332981,0.452576,0.385775,0.556524,0.645531,0.998916,3.79427,4.30748,5.702,5.97747,5.85717,5.92886,5.40108,0.001
-1.58963,0.995772,0.00300881,10,1023,0,7.71631,0.503139,0.873186,1.72603,-0.589732,-3.51878,-0.362401,1.64586,-7.89335,0.324974,0.33407,0.453134,0.386902,0.555974,0.645175,1.00017,5.84844,5.71116,5.96887,5.51281,5.42345,5.98876,5.97516,0.001
-2.94291,0.769101,0.00300881,10,1023,0,6.29722,0.497785,0.860458,1.74855,-0.555095,-3.55117,-0.383734,1.6623,-8.26512,0.324685,0.333313,0.454034,0.387132,0.557626,0.646222,0.999914,5.95983,4.86051,5.7432,5.26163,5.81555,5.45109,5.98514,0.001
-2.39257,0.905731,0.00300881,10,1023,0,5.74017,0.506751,0.879272,1.70099,-0.604813,-3.4801,-0.352965,1.63019,-8.01742,0.323815,0.334579,0.454276,0.386256,0.556624,0.646857,0.999574,5.79087,5.96108,5.54435,5.93449,5.90349,4.59158,5.89794,0.001
-2.06323,0.99291,0.00300881,8,447,0,3.88841,0.50557,0.876786,1.70406,-0.602063,-3.47934,-0.352431,1.62789,-7.98375,0.324741,0.334957,0.453704,0.386267,0.557376,0.643471,0.999278,5.94473,5.97875,5.9202,5.93065,5.93127,4.51918,5.72831,0.001
-2.82124,0.99868,0.00300881,8,255,0,4.82067,0.506188,0.877955,1.70235,-0.600487,-3.48035,-0.354445,1.62975,-7.97559,0.323288,0.333549,0.452804,0.386148,0.55793,0.646362,1.00003,5.32003,5.18736,5.8487,5.96407,5.59009,5.29637,5.98849,0.001
-2.19409,0.987234,0.00300881,10,1023,0,7.30173,0.507201,0.885333,1.70245,-0.618929,-3.48207,-0.345431,1.62929,-6.60229,0.324014,0.334766,0.453724,0.385288,0.555928,0.646562,1.00057,5.89609,5.98763,5.91251,5.78503,5.37412,5.0413,5.82578,0.001
-2.46674,0.993845,0.00300881,7,255,0,5.66172,0.505981,0.885398,1.70746,-0.621639,-3.48497,-0.342162,1.62828,-6.60387,0.324836,0.335024,0.452846,0.384775,0.556364,0.646602,1.00072,5.91209,5.96692,5.86985,5.32682,5.76255,4.98527,5.72648,0.001
-1.54977,0.988885,0.00300881,10,1023,0,4.03513,0.510742,0.892798,1.68374,-0.638822,-3.45102,-0.331764,1.61395,-6.27521,0.323882,0.335048,0.45284,0.384989,0.556946,0.645367,1.00117,5.83058,5.96164,5.86707,5.54957,5.98466,5.9723,5.29952,0.001
-1.20447,0.969539,0.00300881,10,1023,0,5.07852,0.507795,0.884304,1.69196,-0.619375,-3.45948,-0.341926,1.61836,-6.84439,0.324129,0.335036,0.453366,0.385228,0.558169,0.645708,1.00017,5.93917,5.96438,5.98828,5.74531,5.34798,5.85231,5.97353,0.001
-2.69994,0.884085,0.00300881,10,1023,0,5.29277,0.512132,0.892826,1.67131,-0.638227,-3.43438,-0.332591,1.60905,-7.02467,0.322696,0.334888,0.453869,0.384961,0.55668,0.646084,1.00001,4.46085,5.98616,5.84519,5.52324,5.92515,5.58495,5.98879,0.001
